JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
VE|Ventes|VE202600147|20260515|708500|Ports factures|||VE202600147|20260515|Ports factures|0,00|16,83|||20260515||
VE|Ventes|VE202600147|20260515|445710|TVA collectee|||VE202600147|20260515|TVA collectee 5,5 %|0,00|25,73|||20260515||
VE|Ventes|VE202600147|20260515|445710|TVA collectee|||VE202600147|20260515|TVA collectee 20 %|0,00|3,37|||20260515||
ST|Stocks et production|ST202600551|20260515|713500|Variation des stocks de produits finis|||ST202600551|20260515|Destockage de produits finis|166,39|0,00|||20260515||
ST|Stocks et production|ST202600551|20260515|355000|Stock de cafe torrefie|||ST202600551|20260515|Stock de cafe torrefie|0,00|166,39|||20260515||
ST|Stocks et production|ST202600552|20260515|603100|Variation des stocks de cafe vert|||TOR-092|20260515|Consommation de cafe vert|1813,24|0,00|||20260515||
ST|Stocks et production|ST202600552|20260515|310000|Stock de cafe vert|||TOR-092|20260515|Stock de cafe vert|0,00|1813,24|||20260515||
ST|Stocks et production|ST202600553|20260515|603200|Variation des stocks d'emballages|||TOR-092|20260515|Consommation d'emballages|163,41|0,00|||20260515||
ST|Stocks et production|ST202600553|20260515|320000|Stock d'emballages et fournitures|||TOR-092|20260515|Stock d'emballages|0,00|163,41|||20260515||
ST|Stocks et production|ST202600554|20260515|355000|Stock de cafe torrefie|||TOR-092|20260515|Stock de cafe torrefie, brassin TOR-092|1967,21|0,00|||20260515||
ST|Stocks et production|ST202600554|20260515|713500|Variation des stocks de produits finis|||TOR-092|20260515|Production stockee|0,00|1967,21|||20260515||
BQ|Banque|BQ202600094|20260515|401000|Fournisseurs|||BQ202600094|20260515|Fournisseurs|16752,71|0,00|||20260515||
BQ|Banque|BQ202600094|20260515|512000|Banque|||BQ202600094|20260515|Virements emis|0,00|16752,71|||20260515||
CA|Caisse|CA202600130|20260516|530000|Caisse|||CA202600130|20260516|Encaissements de la journee|530,51|0,00|||20260516||
CA|Caisse|CA202600130|20260516|701000|Ventes de cafe torrefie|||CA202600130|20260516|13.3 kg de cafe torrefie|0,00|371,91|||20260516||
CA|Caisse|CA202600130|20260516|445710|TVA collectee|||CA202600130|20260516|TVA collectee 5,5 %|0,00|20,46|||20260516||
CA|Caisse|CA202600130|20260516|706000|Prestations, bar et degustations|||CA202600130|20260516|Bar et degustations|0,00|125,58|||20260516||
CA|Caisse|CA202600130|20260516|445710|TVA collectee|||CA202600130|20260516|TVA collectee 10 %|0,00|12,56|||20260516||
ST|Stocks et production|ST202600555|20260516|713500|Variation des stocks de produits finis|||ST202600555|20260516|Destockage de produits finis|125,17|0,00|||20260516||
ST|Stocks et production|ST202600555|20260516|355000|Stock de cafe torrefie|||ST202600555|20260516|Stock de cafe torrefie|0,00|125,17|||20260516||
AC|Achats|AC202600021|20260518|601000|Achats de cafe vert|||LOT-017|20260518|Cafe vert Bresil Cerrado, lot LOT-017|4887,00|0,00|||20260518||
AC|Achats|AC202600021|20260518|445660|TVA deductible|||LOT-017|20260518|TVA deductible 5,5 %|268,79|0,00|||20260518||
AC|Achats|AC202600021|20260518|401000|Fournisseurs|||LOT-017|20260518|Fournisseur Belco|0,00|5155,79|||20260518||
ST|Stocks et production|ST202600556|20260518|310000|Stock de cafe vert|||LOT-017|20260518|Stock de cafe vert, lot LOT-017|4887,00|0,00|||20260518||
ST|Stocks et production|ST202600556|20260518|603100|Variation des stocks de cafe vert|||LOT-017|20260518|Variation des stocks de cafe vert|0,00|4887,00|||20260518||
CA|Caisse|CA202600131|20260518|530000|Caisse|||CA202600131|20260518|Encaissements de la journee|561,69|0,00|||20260518||
CA|Caisse|CA202600131|20260518|701000|Ventes de cafe torrefie|||CA202600131|20260518|15.2 kg de cafe torrefie|0,00|424,36|||20260518||
CA|Caisse|CA202600131|20260518|445710|TVA collectee|||CA202600131|20260518|TVA collectee 5,5 %|0,00|23,34|||20260518||
CA|Caisse|CA202600131|20260518|706000|Prestations, bar et degustations|||CA202600131|20260518|Bar et degustations|0,00|103,63|||20260518||
CA|Caisse|CA202600131|20260518|445710|TVA collectee|||CA202600131|20260518|TVA collectee 10 %|0,00|10,36|||20260518||
ST|Stocks et production|ST202600557|20260518|713500|Variation des stocks de produits finis|||ST202600557|20260518|Destockage de produits finis|142,82|0,00|||20260518||
ST|Stocks et production|ST202600557|20260518|355000|Stock de cafe torrefie|||ST202600557|20260518|Stock de cafe torrefie|0,00|142,82|||20260518||
VE|Ventes|VE202600148|20260518|512000|Banque|||VE202600148|20260518|Encaissement Stripe|531,42|0,00|||20260518||
VE|Ventes|VE202600148|20260518|701000|Ventes de cafe torrefie|||VE202600148|20260518|18.3 kg de cafe torrefie|0,00|483,91|||20260518||
VE|Ventes|VE202600148|20260518|708500|Ports factures|||VE202600148|20260518|Ports factures|0,00|17,41|||20260518||
VE|Ventes|VE202600148|20260518|445710|TVA collectee|||VE202600148|20260518|TVA collectee 5,5 %|0,00|26,62|||20260518||
VE|Ventes|VE202600148|20260518|445710|TVA collectee|||VE202600148|20260518|TVA collectee 20 %|0,00|3,48|||20260518||
ST|Stocks et production|ST202600558|20260518|713500|Variation des stocks de produits finis|||ST202600558|20260518|Destockage de produits finis|172,12|0,00|||20260518||
ST|Stocks et production|ST202600558|20260518|355000|Stock de cafe torrefie|||ST202600558|20260518|Stock de cafe torrefie|0,00|172,12|||20260518||
VE|Ventes|VE202600149|20260518|411000|Clients|||FA-2026-0056|20260518|Client Epicerie Bonne Graine, facture FA-2026-0056|3812,20|0,00|||20260518||
VE|Ventes|VE202600149|20260518|701000|Ventes de cafe torrefie|||FA-2026-0056|20260518|235 kg de cafe torrefie|0,00|3613,46|||20260518||
VE|Ventes|VE202600149|20260518|445710|TVA collectee|||FA-2026-0056|20260518|TVA collectee 5,5 %|0,00|198,74|||20260518||
ST|Stocks et production|ST202600559|20260518|713500|Variation des stocks de produits finis|||ST202600559|20260518|Destockage de produits finis|2203,27|0,00|||20260518||
ST|Stocks et production|ST202600559|20260518|355000|Stock de cafe torrefie|||ST202600559|20260518|Stock de cafe torrefie|0,00|2203,27|||20260518||
ST|Stocks et production|ST202600560|20260518|603100|Variation des stocks de cafe vert|||TOR-093|20260518|Consommation de cafe vert|1603,68|0,00|||20260518||
ST|Stocks et production|ST202600560|20260518|310000|Stock de cafe vert|||TOR-093|20260518|Stock de cafe vert|0,00|1603,68|||20260518||
ST|Stocks et production|ST202600561|20260518|603200|Variation des stocks d'emballages|||TOR-093|20260518|Consommation d'emballages|166,01|0,00|||20260518||
ST|Stocks et production|ST202600561|20260518|320000|Stock d'emballages et fournitures|||TOR-093|20260518|Stock d'emballages|0,00|166,01|||20260518||
ST|Stocks et production|ST202600562|20260518|355000|Stock de cafe torrefie|||TOR-093|20260518|Stock de cafe torrefie, brassin TOR-093|1998,47|0,00|||20260518||
ST|Stocks et production|ST202600562|20260518|713500|Variation des stocks de produits finis|||TOR-093|20260518|Production stockee|0,00|1998,47|||20260518||
CA|Caisse|CA202600132|20260518|512000|Banque|||CA202600132|20260518|Remise de la semaine|2733,57|0,00|||20260518||
CA|Caisse|CA202600132|20260518|530000|Caisse|||CA202600132|20260518|Caisse de la boutique|0,00|2733,57|||20260518||
CA|Caisse|CA202600133|20260519|530000|Caisse|||CA202600133|20260519|Encaissements de la journee|554,19|0,00|||20260519||
CA|Caisse|CA202600133|20260519|701000|Ventes de cafe torrefie|||CA202600133|20260519|12.8 kg de cafe torrefie|0,00|358,24|||20260519||
CA|Caisse|CA202600133|20260519|445710|TVA collectee|||CA202600133|20260519|TVA collectee 5,5 %|0,00|19,70|||20260519||
CA|Caisse|CA202600133|20260519|706000|Prestations, bar et degustations|||CA202600133|20260519|Bar et degustations|0,00|160,23|||20260519||
CA|Caisse|CA202600133|20260519|445710|TVA collectee|||CA202600133|20260519|TVA collectee 10 %|0,00|16,02|||20260519||
ST|Stocks et production|ST202600563|20260519|713500|Variation des stocks de produits finis|||ST202600563|20260519|Destockage de produits finis|120,57|0,00|||20260519||
ST|Stocks et production|ST202600563|20260519|355000|Stock de cafe torrefie|||ST202600563|20260519|Stock de cafe torrefie|0,00|120,57|||20260519||
VE|Ventes|VE202600150|20260519|512000|Banque|||VE202600150|20260519|Encaissement Stripe|474,88|0,00|||20260519||
VE|Ventes|VE202600150|20260519|701000|Ventes de cafe torrefie|||VE202600150|20260519|16.4 kg de cafe torrefie|0,00|432,43|||20260519||
VE|Ventes|VE202600150|20260519|708500|Ports factures|||VE202600150|20260519|Ports factures|0,00|15,56|||20260519||
VE|Ventes|VE202600150|20260519|445710|TVA collectee|||VE202600150|20260519|TVA collectee 5,5 %|0,00|23,78|||20260519||
VE|Ventes|VE202600150|20260519|445710|TVA collectee|||VE202600150|20260519|TVA collectee 20 %|0,00|3,11|||20260519||
ST|Stocks et production|ST202600564|20260519|713500|Variation des stocks de produits finis|||ST202600564|20260519|Destockage de produits finis|153,81|0,00|||20260519||
ST|Stocks et production|ST202600564|20260519|355000|Stock de cafe torrefie|||ST202600564|20260519|Stock de cafe torrefie|0,00|153,81|||20260519||
ST|Stocks et production|ST202600565|20260519|603100|Variation des stocks de cafe vert|||TOR-094|20260519|Consommation de cafe vert|1422,72|0,00|||20260519||
ST|Stocks et production|ST202600565|20260519|310000|Stock de cafe vert|||TOR-094|20260519|Stock de cafe vert|0,00|1422,72|||20260519||
ST|Stocks et production|ST202600566|20260519|603200|Variation des stocks d'emballages|||TOR-094|20260519|Consommation d'emballages|148,68|0,00|||20260519||
ST|Stocks et production|ST202600566|20260519|320000|Stock d'emballages et fournitures|||TOR-094|20260519|Stock d'emballages|0,00|148,68|||20260519||
ST|Stocks et production|ST202600567|20260519|355000|Stock de cafe torrefie|||TOR-094|20260519|Stock de cafe torrefie, brassin TOR-094|1789,92|0,00|||20260519||
ST|Stocks et production|ST202600567|20260519|713500|Variation des stocks de produits finis|||TOR-094|20260519|Production stockee|0,00|1789,92|||20260519||
CA|Caisse|CA202600134|20260520|530000|Caisse|||CA202600134|20260520|Encaissements de la journee|532,49|0,00|||20260520||
CA|Caisse|CA202600134|20260520|701000|Ventes de cafe torrefie|||CA202600134|20260520|13.9 kg de cafe torrefie|0,00|389,21|||20260520||
CA|Caisse|CA202600134|20260520|445710|TVA collectee|||CA202600134|20260520|TVA collectee 5,5 %|0,00|21,41|||20260520||
CA|Caisse|CA202600134|20260520|706000|Prestations, bar et degustations|||CA202600134|20260520|Bar et degustations|0,00|110,79|||20260520||
CA|Caisse|CA202600134|20260520|445710|TVA collectee|||CA202600134|20260520|TVA collectee 10 %|0,00|11,08|||20260520||
ST|Stocks et production|ST202600568|20260520|713500|Variation des stocks de produits finis|||ST202600568|20260520|Destockage de produits finis|130,99|0,00|||20260520||
ST|Stocks et production|ST202600568|20260520|355000|Stock de cafe torrefie|||ST202600568|20260520|Stock de cafe torrefie|0,00|130,99|||20260520||
VE|Ventes|VE202600151|20260520|512000|Banque|||VE202600151|20260520|Encaissement Stripe|515,19|0,00|||20260520||
VE|Ventes|VE202600151|20260520|701000|Ventes de cafe torrefie|||VE202600151|20260520|17.8 kg de cafe torrefie|0,00|469,13|||20260520||
VE|Ventes|VE202600151|20260520|708500|Ports factures|||VE202600151|20260520|Ports factures|0,00|16,88|||20260520||
VE|Ventes|VE202600151|20260520|445710|TVA collectee|||VE202600151|20260520|TVA collectee 5,5 %|0,00|25,80|||20260520||
VE|Ventes|VE202600151|20260520|445710|TVA collectee|||VE202600151|20260520|TVA collectee 20 %|0,00|3,38|||20260520||
ST|Stocks et production|ST202600569|20260520|713500|Variation des stocks de produits finis|||ST202600569|20260520|Destockage de produits finis|166,86|0,00|||20260520||
ST|Stocks et production|ST202600569|20260520|355000|Stock de cafe torrefie|||ST202600569|20260520|Stock de cafe torrefie|0,00|166,86|||20260520||
VE|Ventes|VE202600152|20260520|411000|Clients|||FA-2026-0057|20260520|Client Hotel Bellecour, facture FA-2026-0057|4560,21|0,00|||20260520||
VE|Ventes|VE202600152|20260520|701000|Ventes de cafe torrefie|||FA-2026-0057|20260520|281 kg de cafe torrefie|0,00|4322,47|||20260520||
VE|Ventes|VE202600152|20260520|445710|TVA collectee|||FA-2026-0057|20260520|TVA collectee 5,5 %|0,00|237,74|||20260520||
ST|Stocks et production|ST202600570|20260520|713500|Variation des stocks de produits finis|||ST202600570|20260520|Destockage de produits finis|2635,59|0,00|||20260520||
ST|Stocks et production|ST202600570|20260520|355000|Stock de cafe torrefie|||ST202600570|20260520|Stock de cafe torrefie|0,00|2635,59|||20260520||
ST|Stocks et production|ST202600571|20260520|603100|Variation des stocks de cafe vert|||TOR-095|20260520|Consommation de cafe vert|1603,68|0,00|||20260520||
ST|Stocks et production|ST202600571|20260520|310000|Stock de cafe vert|||TOR-095|20260520|Stock de cafe vert|0,00|1603,68|||20260520||
ST|Stocks et production|ST202600572|20260520|603200|Variation des stocks d'emballages|||TOR-095|20260520|Consommation d'emballages|165,62|0,00|||20260520||
ST|Stocks et production|ST202600572|20260520|320000|Stock d'emballages et fournitures|||TOR-095|20260520|Stock d'emballages|0,00|165,62|||20260520||
ST|Stocks et production|ST202600573|20260520|355000|Stock de cafe torrefie|||TOR-095|20260520|Stock de cafe torrefie, brassin TOR-095|1993,78|0,00|||20260520||
ST|Stocks et production|ST202600573|20260520|713500|Variation des stocks de produits finis|||TOR-095|20260520|Production stockee|0,00|1993,78|||20260520||
AC|Achats|AC202600022|20260521|601000|Achats de cafe vert|||LOT-018|20260521|Cafe vert Perou bio, lot LOT-018|5445,00|0,00|||20260521||
AC|Achats|AC202600022|20260521|445660|TVA deductible|||LOT-018|20260521|TVA deductible 5,5 %|299,48|0,00|||20260521||
AC|Achats|AC202600022|20260521|401000|Fournisseurs|||LOT-018|20260521|Fournisseur Belco|0,00|5744,48|||20260521||
ST|Stocks et production|ST202600574|20260521|310000|Stock de cafe vert|||LOT-018|20260521|Stock de cafe vert, lot LOT-018|5445,00|0,00|||20260521||
ST|Stocks et production|ST202600574|20260521|603100|Variation des stocks de cafe vert|||LOT-018|20260521|Variation des stocks de cafe vert|0,00|5445,00|||20260521||
CA|Caisse|CA202600135|20260521|530000|Caisse|||CA202600135|20260521|Encaissements de la journee|564,00|0,00|||20260521||
CA|Caisse|CA202600135|20260521|701000|Ventes de cafe torrefie|||CA202600135|20260521|13.3 kg de cafe torrefie|0,00|369,95|||20260521||
CA|Caisse|CA202600135|20260521|445710|TVA collectee|||CA202600135|20260521|TVA collectee 5,5 %|0,00|20,35|||20260521||
CA|Caisse|CA202600135|20260521|706000|Prestations, bar et degustations|||CA202600135|20260521|Bar et degustations|0,00|157,91|||20260521||
CA|Caisse|CA202600135|20260521|445710|TVA collectee|||CA202600135|20260521|TVA collectee 10 %|0,00|15,79|||20260521||
ST|Stocks et production|ST202600575|20260521|713500|Variation des stocks de produits finis|||ST202600575|20260521|Destockage de produits finis|124,51|0,00|||20260521||
ST|Stocks et production|ST202600575|20260521|355000|Stock de cafe torrefie|||ST202600575|20260521|Stock de cafe torrefie|0,00|124,51|||20260521||
VE|Ventes|VE202600153|20260521|512000|Banque|||VE202600153|20260521|Encaissement Stripe|471,99|0,00|||20260521||
VE|Ventes|VE202600153|20260521|701000|Ventes de cafe torrefie|||VE202600153|20260521|16.3 kg de cafe torrefie|0,00|429,79|||20260521||
VE|Ventes|VE202600153|20260521|708500|Ports factures|||VE202600153|20260521|Ports factures|0,00|15,47|||20260521||
VE|Ventes|VE202600153|20260521|445710|TVA collectee|||VE202600153|20260521|TVA collectee 5,5 %|0,00|23,64|||20260521||
VE|Ventes|VE202600153|20260521|445710|TVA collectee|||VE202600153|20260521|TVA collectee 20 %|0,00|3,09|||20260521||
ST|Stocks et production|ST202600576|20260521|713500|Variation des stocks de produits finis|||ST202600576|20260521|Destockage de produits finis|152,87|0,00|||20260521||
ST|Stocks et production|ST202600576|20260521|355000|Stock de cafe torrefie|||ST202600576|20260521|Stock de cafe torrefie|0,00|152,87|||20260521||
VE|Ventes|VE202600154|20260521|411000|Clients|||FA-2026-0058|20260521|Client Cantine Numerique, facture FA-2026-0058|4182,46|0,00|||20260521||
VE|Ventes|VE202600154|20260521|701000|Ventes de cafe torrefie|||FA-2026-0058|20260521|257 kg de cafe torrefie|0,00|3964,42|||20260521||
VE|Ventes|VE202600154|20260521|445710|TVA collectee|||FA-2026-0058|20260521|TVA collectee 5,5 %|0,00|218,04|||20260521||
ST|Stocks et production|ST202600577|20260521|713500|Variation des stocks de produits finis|||ST202600577|20260521|Destockage de produits finis|2417,27|0,00|||20260521||
ST|Stocks et production|ST202600577|20260521|355000|Stock de cafe torrefie|||ST202600577|20260521|Stock de cafe torrefie|0,00|2417,27|||20260521||
ST|Stocks et production|ST202600578|20260521|603100|Variation des stocks de cafe vert|||TOR-096|20260521|Consommation de cafe vert|1377,41|0,00|||20260521||
ST|Stocks et production|ST202600578|20260521|310000|Stock de cafe vert|||TOR-096|20260521|Stock de cafe vert|0,00|1377,41|||20260521||
ST|Stocks et production|ST202600579|20260521|603200|Variation des stocks d'emballages|||TOR-096|20260521|Consommation d'emballages|167,77|0,00|||20260521||
ST|Stocks et production|ST202600579|20260521|320000|Stock d'emballages et fournitures|||TOR-096|20260521|Stock d'emballages|0,00|167,77|||20260521||
ST|Stocks et production|ST202600580|20260521|355000|Stock de cafe torrefie|||TOR-096|20260521|Stock de cafe torrefie, brassin TOR-096|2019,70|0,00|||20260521||
ST|Stocks et production|ST202600580|20260521|713500|Variation des stocks de produits finis|||TOR-096|20260521|Production stockee|0,00|2019,70|||20260521||
AC|Achats|AC202600023|20260522|602100|Achats d'emballages et fournitures|||AC202600023|20260522|Emballages et fournitures|1828,23|0,00|||20260522||
AC|Achats|AC202600023|20260522|445660|TVA deductible|||AC202600023|20260522|TVA deductible 20 %|365,65|0,00|||20260522||
AC|Achats|AC202600023|20260522|401000|Fournisseurs|||AC202600023|20260522|Fournisseur Packstore|0,00|2193,88|||20260522||
ST|Stocks et production|ST202600581|20260522|320000|Stock d'emballages et fournitures|||ST202600581|20260522|Stock d'emballages|1828,23|0,00|||20260522||
ST|Stocks et production|ST202600581|20260522|603200|Variation des stocks d'emballages|||ST202600581|20260522|Variation des stocks d'emballages|0,00|1828,23|||20260522||
CA|Caisse|CA202600136|20260522|530000|Caisse|||CA202600136|20260522|Encaissements de la journee|568,29|0,00|||20260522||
CA|Caisse|CA202600136|20260522|701000|Ventes de cafe torrefie|||CA202600136|20260522|14.5 kg de cafe torrefie|0,00|404,55|||20260522||
CA|Caisse|CA202600136|20260522|445710|TVA collectee|||CA202600136|20260522|TVA collectee 5,5 %|0,00|22,25|||20260522||
CA|Caisse|CA202600136|20260522|706000|Prestations, bar et degustations|||CA202600136|20260522|Bar et degustations|0,00|128,63|||20260522||
CA|Caisse|CA202600136|20260522|445710|TVA collectee|||CA202600136|20260522|TVA collectee 10 %|0,00|12,86|||20260522||
ST|Stocks et production|ST202600582|20260522|713500|Variation des stocks de produits finis|||ST202600582|20260522|Destockage de produits finis|136,16|0,00|||20260522||
ST|Stocks et production|ST202600582|20260522|355000|Stock de cafe torrefie|||ST202600582|20260522|Stock de cafe torrefie|0,00|136,16|||20260522||
VE|Ventes|VE202600155|20260522|512000|Banque|||VE202600155|20260522|Encaissement Stripe|536,93|0,00|||20260522||
VE|Ventes|VE202600155|20260522|701000|Ventes de cafe torrefie|||VE202600155|20260522|18.5 kg de cafe torrefie|0,00|488,93|||20260522||
VE|Ventes|VE202600155|20260522|708500|Ports factures|||VE202600155|20260522|Ports factures|0,00|17,59|||20260522||
VE|Ventes|VE202600155|20260522|445710|TVA collectee|||VE202600155|20260522|TVA collectee 5,5 %|0,00|26,89|||20260522||
VE|Ventes|VE202600155|20260522|445710|TVA collectee|||VE202600155|20260522|TVA collectee 20 %|0,00|3,52|||20260522||
ST|Stocks et production|ST202600583|20260522|713500|Variation des stocks de produits finis|||ST202600583|20260522|Destockage de produits finis|173,90|0,00|||20260522||
ST|Stocks et production|ST202600583|20260522|355000|Stock de cafe torrefie|||ST202600583|20260522|Stock de cafe torrefie|0,00|173,90|||20260522||
ST|Stocks et production|ST202600584|20260522|603100|Variation des stocks de cafe vert|||TOR-097|20260522|Consommation de cafe vert|1146,84|0,00|||20260522||
ST|Stocks et production|ST202600584|20260522|310000|Stock de cafe vert|||TOR-097|20260522|Stock de cafe vert|0,00|1146,84|||20260522||
ST|Stocks et production|ST202600585|20260522|603200|Variation des stocks d'emballages|||TOR-097|20260522|Consommation d'emballages|143,99|0,00|||20260522||
ST|Stocks et production|ST202600585|20260522|320000|Stock d'emballages et fournitures|||TOR-097|20260522|Stock d'emballages|0,00|143,99|||20260522||
ST|Stocks et production|ST202600586|20260522|355000|Stock de cafe torrefie|||TOR-097|20260522|Stock de cafe torrefie, brassin TOR-097|1733,39|0,00|||20260522||
ST|Stocks et production|ST202600586|20260522|713500|Variation des stocks de produits finis|||TOR-097|20260522|Production stockee|0,00|1733,39|||20260522||
BQ|Banque|BQ202600095|20260522|401000|Fournisseurs|||BQ202600095|20260522|Fournisseurs|14078,06|0,00|||20260522||
BQ|Banque|BQ202600095|20260522|512000|Banque|||BQ202600095|20260522|Virements emis|0,00|14078,06|||20260522||
CA|Caisse|CA202600137|20260523|530000|Caisse|||CA202600137|20260523|Encaissements de la journee|515,43|0,00|||20260523||
CA|Caisse|CA202600137|20260523|701000|Ventes de cafe torrefie|||CA202600137|20260523|12.8 kg de cafe torrefie|0,00|355,73|||20260523||
CA|Caisse|CA202600137|20260523|445710|TVA collectee|||CA202600137|20260523|TVA collectee 5,5 %|0,00|19,57|||20260523||
CA|Caisse|CA202600137|20260523|706000|Prestations, bar et degustations|||CA202600137|20260523|Bar et degustations|0,00|127,39|||20260523||
CA|Caisse|CA202600137|20260523|445710|TVA collectee|||CA202600137|20260523|TVA collectee 10 %|0,00|12,74|||20260523||
ST|Stocks et production|ST202600587|20260523|713500|Variation des stocks de produits finis|||ST202600587|20260523|Destockage de produits finis|119,72|0,00|||20260523||
ST|Stocks et production|ST202600587|20260523|355000|Stock de cafe torrefie|||ST202600587|20260523|Stock de cafe torrefie|0,00|119,72|||20260523||
CA|Caisse|CA202600138|20260526|530000|Caisse|||CA202600138|20260526|Encaissements de la journee|549,52|0,00|||20260526||
CA|Caisse|CA202600138|20260526|701000|Ventes de cafe torrefie|||CA202600138|20260526|15.0 kg de cafe torrefie|0,00|417,38|||20260526||
CA|Caisse|CA202600138|20260526|445710|TVA collectee|||CA202600138|20260526|TVA collectee 5,5 %|0,00|22,96|||20260526||
CA|Caisse|CA202600138|20260526|706000|Prestations, bar et degustations|||CA202600138|20260526|Bar et degustations|0,00|99,25|||20260526||
CA|Caisse|CA202600138|20260526|445710|TVA collectee|||CA202600138|20260526|TVA collectee 10 %|0,00|9,93|||20260526||
ST|Stocks et production|ST202600588|20260526|713500|Variation des stocks de produits finis|||ST202600588|20260526|Destockage de produits finis|140,47|0,00|||20260526||
ST|Stocks et production|ST202600588|20260526|355000|Stock de cafe torrefie|||ST202600588|20260526|Stock de cafe torrefie|0,00|140,47|||20260526||
VE|Ventes|VE202600156|20260526|512000|Banque|||VE202600156|20260526|Encaissement Stripe|457,79|0,00|||20260526||
VE|Ventes|VE202600156|20260526|701000|Ventes de cafe torrefie|||VE202600156|20260526|15.8 kg de cafe torrefie|0,00|416,86|||20260526||
VE|Ventes|VE202600156|20260526|708500|Ports factures|||VE202600156|20260526|Ports factures|0,00|15,00|||20260526||
VE|Ventes|VE202600156|20260526|445710|TVA collectee|||VE202600156|20260526|TVA collectee 5,5 %|0,00|22,93|||20260526||
VE|Ventes|VE202600156|20260526|445710|TVA collectee|||VE202600156|20260526|TVA collectee 20 %|0,00|3,00|||20260526||
ST|Stocks et production|ST202600589|20260526|713500|Variation des stocks de produits finis|||ST202600589|20260526|Destockage de produits finis|148,27|0,00|||20260526||
ST|Stocks et production|ST202600589|20260526|355000|Stock de cafe torrefie|||ST202600589|20260526|Stock de cafe torrefie|0,00|148,27|||20260526||
ST|Stocks et production|ST202600590|20260526|603100|Variation des stocks de cafe vert|||TOR-098|20260526|Consommation de cafe vert|1146,84|0,00|||20260526||
ST|Stocks et production|ST202600590|20260526|310000|Stock de cafe vert|||TOR-098|20260526|Stock de cafe vert|0,00|1146,84|||20260526||
ST|Stocks et production|ST202600591|20260526|603200|Variation des stocks d'emballages|||TOR-098|20260526|Consommation d'emballages|146,52|0,00|||20260526||
ST|Stocks et production|ST202600591|20260526|320000|Stock d'emballages et fournitures|||TOR-098|20260526|Stock d'emballages|0,00|146,52|||20260526||
ST|Stocks et production|ST202600592|20260526|355000|Stock de cafe torrefie|||TOR-098|20260526|Stock de cafe torrefie, brassin TOR-098|1763,82|0,00|||20260526||
ST|Stocks et production|ST202600592|20260526|713500|Variation des stocks de produits finis|||TOR-098|20260526|Production stockee|0,00|1763,82|||20260526||
CA|Caisse|CA202600139|20260527|530000|Caisse|||CA202600139|20260527|Encaissements de la journee|558,53|0,00|||20260527||
CA|Caisse|CA202600139|20260527|701000|Ventes de cafe torrefie|||CA202600139|20260527|15.1 kg de cafe torrefie|0,00|420,17|||20260527||
CA|Caisse|CA202600139|20260527|445710|TVA collectee|||CA202600139|20260527|TVA collectee 5,5 %|0,00|23,11|||20260527||
CA|Caisse|CA202600139|20260527|706000|Prestations, bar et degustations|||CA202600139|20260527|Bar et degustations|0,00|104,77|||20260527||
CA|Caisse|CA202600139|20260527|445710|TVA collectee|||CA202600139|20260527|TVA collectee 10 %|0,00|10,48|||20260527||
ST|Stocks et production|ST202600593|20260527|713500|Variation des stocks de produits finis|||ST202600593|20260527|Destockage de produits finis|141,41|0,00|||20260527||
ST|Stocks et production|ST202600593|20260527|355000|Stock de cafe torrefie|||ST202600593|20260527|Stock de cafe torrefie|0,00|141,41|||20260527||
VE|Ventes|VE202600157|20260527|512000|Banque|||VE202600157|20260527|Encaissement Stripe|432,85|0,00|||20260527||
VE|Ventes|VE202600157|20260527|701000|Ventes de cafe torrefie|||VE202600157|20260527|14.9 kg de cafe torrefie|0,00|394,15|||20260527||
VE|Ventes|VE202600157|20260527|708500|Ports factures|||VE202600157|20260527|Ports factures|0,00|14,18|||20260527||
VE|Ventes|VE202600157|20260527|445710|TVA collectee|||VE202600157|20260527|TVA collectee 5,5 %|0,00|21,68|||20260527||
VE|Ventes|VE202600157|20260527|445710|TVA collectee|||VE202600157|20260527|TVA collectee 20 %|0,00|2,84|||20260527||
ST|Stocks et production|ST202600594|20260527|713500|Variation des stocks de produits finis|||ST202600594|20260527|Destockage de produits finis|140,19|0,00|||20260527||
ST|Stocks et production|ST202600594|20260527|355000|Stock de cafe torrefie|||ST202600594|20260527|Stock de cafe torrefie|0,00|140,19|||20260527||
VE|Ventes|VE202600158|20260527|411000|Clients|||FA-2026-0059|20260527|Client Bureau Partage Confluence, facture FA-2026-0059|3978,08|0,00|||20260527||
VE|Ventes|VE202600158|20260527|701000|Ventes de cafe torrefie|||FA-2026-0059|20260527|245 kg de cafe torrefie|0,00|3770,69|||20260527||
VE|Ventes|VE202600158|20260527|445710|TVA collectee|||FA-2026-0059|20260527|TVA collectee 5,5 %|0,00|207,39|||20260527||
ST|Stocks et production|ST202600595|20260527|713500|Variation des stocks de produits finis|||ST202600595|20260527|Destockage de produits finis|2299,14|0,00|||20260527||
ST|Stocks et production|ST202600595|20260527|355000|Stock de cafe torrefie|||ST202600595|20260527|Stock de cafe torrefie|0,00|2299,14|||20260527||
ST|Stocks et production|ST202600596|20260527|603100|Variation des stocks de cafe vert|||TOR-099|20260527|Consommation de cafe vert|1146,84|0,00|||20260527||
